expNumber,#,datetime,ms,Net_Sent,pgpgin,Tcp_Established,pgmajfault,OperatingSystemImpl.ProcessCpuLoad,OperatingSystemImpl.FreeSwapSpaceSize,pgalloc_dma,OperatingSystemImpl.FreePhysicalMemorySize,Cached,pgfault,Buffers,nr_active_file,nr_inactive_file,Inactive,Tcp_Listen,Net_Received,Tcp_TimeWait,Tcp_Syn,pgdeactivate,Tcp_Close,SwapFree,pgfree,Active,OperatingSystemImpl.CommittedVirtualMemorySize,MemFree,pgpgout,OperatingSystemImpl.ProcessCpuTime,pgactivate
2,32,Tue Apr 18 11:20:19 CEST 2017,1492507219690,0,930857,0,4443,0.1,733593600,13613,184893440,182300,1486735,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187550,1293208,2550022144,180560,320476,3290000000,167706
2,33,Tue Apr 18 11:20:19 CEST 2017,1492507219790,0,930857,0,4443,0.0,733593600,13613,184893440,182300,1486926,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187688,1293252,2550022144,180560,320476,3290000000,167706
2,34,Tue Apr 18 11:20:19 CEST 2017,1492507219890,0,930857,0,4443,0.2222222222222222,733593600,13613,184893440,182300,1487506,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187828,1294792,2550022144,179072,320476,3310000000,167706
2,35,Tue Apr 18 11:20:19 CEST 2017,1492507219990,0,930857,0,4443,0.30000000000000004,733593600,13613,183369728,182300,1487693,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187967,1294836,2550022144,179072,320476,3340000000,167706
2,36,Tue Apr 18 11:20:20 CEST 2017,1492507220090,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1487875,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47188104,1294836,2550022144,179072,320476,3340000000,167706
2,37,Tue Apr 18 11:20:20 CEST 2017,1492507220190,0,930857,0,4443,0.2,733593600,13613,183369728,182292,1488077,10948,29504,15019,446420,4,0,0,0,247674,0,716400,47188244,1294836,2550022144,179072,320612,3360000000,167706
2,38,Tue Apr 18 11:20:20 CEST 2017,1492507220290,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1488261,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188383,1294856,2550022144,179072,320612,3360000000,167706
2,39,Tue Apr 18 11:20:20 CEST 2017,1492507220390,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1488448,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188518,1294856,2550022144,179072,320612,3360000000,167706
2,40,Tue Apr 18 11:20:20 CEST 2017,1492507220490,0,930857,0,4443,0.1111111111111111,733593600,13613,183369728,182300,1488633,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188654,1294856,2550022144,179072,320612,3370000000,167706
2,41,Tue Apr 18 11:20:20 CEST 2017,1492507220590,0,930857,0,4443,0.1,733593600,13613,183369728,182300,1488818,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188796,1294856,2550022144,179072,320612,3380000000,167706
2,42,Tue Apr 18 11:20:20 CEST 2017,1492507220690,0,930857,0,4443,0.2,733593600,13613,183369728,182300,1489000,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188934,1294856,2550022144,179072,320612,3400000000,167706
2,43,Tue Apr 18 11:20:20 CEST 2017,1492507220790,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1489183,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47189075,1294856,2550022144,179072,320612,3400000000,167706
2,44,Tue Apr 18 11:20:20 CEST 2017,1492507220890,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1489365,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47189213,1294856,2550022144,179072,320612,3400000000,167706
2,45,Tue Apr 18 11:20:20 CEST 2017,1492507220990,0,930857,0,4443,0.0,731484160,13613,187785216,180444,1489550,10784,29301,14714,449160,4,0,0,0,249510,0,714340,47190377,1288004,2550022144,183136,322672,3400000000,167827
2,46,Tue Apr 18 11:20:21 CEST 2017,1492507221090,0,930857,0,4443,0.1111111111111111,731484160,13613,187531264,180444,1489736,10784,29301,14714,449160,4,0,0,0,249510,0,714340,47190514,1288004,2550022144,183136,322672,3410000000,167827
2,47,Tue Apr 18 11:20:21 CEST 2017,1492507221190,0,930857,0,4443,0.09090909090909091,731484160,13613,187531264,180444,1489923,10784,29301,14714,449160,4,0,0,0,249510,0,714340,47190653,1288004,2550022144,183136,322672,3420000000,167827
2,48,Tue Apr 18 11:20:21 CEST 2017,1492507221290,0,930857,0,4443,0.0,731484160,13613,187531264,180456,1490105,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47190791,1288008,2550022144,183136,322672,3420000000,167827
2,49,Tue Apr 18 11:20:21 CEST 2017,1492507221390,0,930857,0,4443,0.0,731484160,13613,187531264,180456,1490292,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47190930,1288008,2550022144,183136,322672,3420000000,167827
2,50,Tue Apr 18 11:20:21 CEST 2017,1492507221490,0,930857,0,4443,0.1111111111111111,731484160,13613,187531264,180456,1490473,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47191070,1288008,2550022144,183136,322672,3430000000,167827
2,51,Tue Apr 18 11:20:21 CEST 2017,1492507221590,0,930857,0,4443,0.09090909090909091,731484160,13613,187531264,180456,1490656,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47191211,1288008,2550022144,183136,322672,3440000000,167827
2,52,Tue Apr 18 11:20:21 CEST 2017,1492507221690,0,930857,0,4443,0.2,731484160,13613,187531264,180456,1490656,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47191211,1288008,2550022144,183136,322672,3460000000,167827
3,1,Tue Apr 18 11:20:21 CEST 2017,1492507221763,0,930857,0,4443,0.6666666666666666,731484160,13613,186007552,180456,1492682,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47193098,1291044,2552127488,179904,322672,3510000000,167828
3,2,Tue Apr 18 11:20:21 CEST 2017,1492507221863,0,930857,0,4443,0.2222222222222222,731484160,13613,182198272,180456,1493993,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47197640,1292804,2553180160,177928,322672,3530000000,167829
3,3,Tue Apr 18 11:20:21 CEST 2017,1492507221963,0,930857,0,4443,0.0,731484160,13613,182198272,180456,1494178,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47202664,1292804,2553180160,177896,322672,3530000000,167829
