#,datetime,ms,OperatingSystemImpl.FreeSwapSpaceSize
1,Fri Apr 14 15:24:23 CEST 2017,1492176263125,538591232
2,Fri Apr 14 15:24:24 CEST 2017,1492176264125,538591232
3,Fri Apr 14 15:24:25 CEST 2017,1492176265125,538591232
4,Fri Apr 14 15:24:26 CEST 2017,1492176266125,538591232
5,Fri Apr 14 15:24:27 CEST 2017,1492176267125,538591232
