#,datetime,ms,OperatingSystemImpl.FreePhysicalMemorySize
1,Fri Apr 14 15:24:23 CEST 2017,1492176263125,79917056
2,Fri Apr 14 15:24:24 CEST 2017,1492176264125,79917056
3,Fri Apr 14 15:24:25 CEST 2017,1492176265125,79908864
4,Fri Apr 14 15:24:26 CEST 2017,1492176266125,79155200
5,Fri Apr 14 15:24:27 CEST 2017,1492176267125,79155200
