#,datetime,ms,OperatingSystemImpl.ProcessCpuLoad
1,Fri Apr 14 15:24:23 CEST 2017,1492176263125,0.010101010101010102
2,Fri Apr 14 15:24:24 CEST 2017,1492176264125,0.010309278350515464
3,Fri Apr 14 15:24:25 CEST 2017,1492176265125,0.0
4,Fri Apr 14 15:24:26 CEST 2017,1492176266125,0.01
5,Fri Apr 14 15:24:27 CEST 2017,1492176267125,0.01
